"PT","AU","BA","BE","GP","AF","BF","CA","TI","SO","SE","BS","LA","DT","CT","CY","CL","SP","HO","DE","ID","AB","C1","C3","RP","EM","RI","OI","FU","FP","FX","CR","NR","TC","Z9","U1","U2","PU","PI","PA","SN","EI","BN","J9","JI","PD","PY","VL","IS","PN","SU","SI","MA","BP","EP","AR","DI","DL","D2","EA","PG","WC","WE","SC","GA","PM","OA","HC","HP","DA","UT"
"J","BARBULESCU, N; LECA, M",NA,NA,NA,"BARBULESCU, N; LECA, M",NA,NA,"ELIMINATION-REACTIONS IN 8-R-TRICYCLO[7.3.1.02,7]TRIDECANE SERIES .4. PYROLYTIC ELIMINATION OF TRICYCLO[7.3.1.02,7]TRIDECA-2-EN-13-ACETATE","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","3",NA,NA,NA,NA,"443","454",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","GLATZ, AM",NA,NA,NA,"GLATZ, AM",NA,NA,"ALUMINUM-CHLORIDE CATALYZED CONDENSATIONS OF UNSATURATED ACIDS WITH BENZENE","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","3",NA,NA,NA,NA,"455","484",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","TEODORES.G",NA,NA,NA,"TEODORES.G",NA,NA,"METHODS FOR DETERMINATION OF 2-AMINOPYRIDINE - VISIBLE AND INFRARED-SPECTRA OF COMBINATION WITH AMMONIUM REINECKATE","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","3",NA,NA,NA,NA,"485","492",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","BOIESHAN, V; FELDMAN, D",NA,NA,NA,"BOIESHAN, V; FELDMAN, D",NA,NA,"EFFECT OF SPRAY DRYING CONDITIONS ON PROPERTIES OF PASTE-FORMING POLYVINYL-CHLORIDE .2. MORPHOLOGY","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","3",NA,NA,NA,NA,"493","&",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","BURNEA, I; PLENICEA.M; BURNEA, L",NA,NA,NA,"BURNEA, I; PLENICEA.M; BURNEA, L",NA,NA,"SPECTROPHOTOMETRIC STUDY OF VANADIUM (V)-SOLOCHROMIUMVIOLET RS SYSTEM - SPECTROPHOTOMETRIC DETERMINATION OF VANADIUM","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","3",NA,NA,NA,NA,"501","507",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","CONSTANT.C; FISEL, S",NA,NA,NA,"CONSTANT.C; FISEL, S",NA,NA,"SPECTROPHOTOMETRIC DETERMINATION OF TL(III) WITH ORTHONITRAL AND PARANITRAL GREEN","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","3",NA,NA,NA,NA,"509","515",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","STERNBER.S; GALASIU, I",NA,NA,NA,"STERNBER.S; GALASIU, I",NA,NA,"GALVANOSTATIC STUDY OF ELECTROCHEMICAL ADSORPTION PROCESS ON IODINE-ACTIVE CARBON ELECTRODE IN MOLTEN-SALTS .1. CURRENT INTENSITY EFFECT","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","4",NA,NA,NA,NA,"523","531",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","LEPADATU, C; TUFOI, V",NA,NA,NA,"LEPADATU, C; TUFOI, V",NA,NA,"EQUIVALENCE BETWEEN CRYSTAL-FIELD AND MO PARAMETRIC APPROACHES","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","4",NA,NA,NA,NA,"533","541",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","CIOLAC, S; RADOVICI, O",NA,NA,NA,"CIOLAC, S; RADOVICI, O",NA,NA,"CORROSION OF CARBON-STEEL AND SOME AUSTENITIC STAINLESS-STEELS IN SYNTHETIC RIVER WATERS","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","4",NA,NA,NA,NA,"543","551",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","ZUCA, S; BORCAN, R",NA,NA,NA,"ZUCA, S; BORCAN, R",NA,NA,"VISCOSITY OF BINARY MOLTEN ALKALI CHLORIDE SYSTEMS","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","4",NA,NA,NA,NA,"553","559",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","TEOREANU, I; MUNTEAN, M; CIOCEA, N; SANCU, O",NA,NA,NA,"TEOREANU, I; MUNTEAN, M; CIOCEA, N; SANCU, O",NA,NA,"MECHANISM AND KINETICS OF DISSOLUTION IN WATER OF SOME HYDRATED BINDERS","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","4",NA,NA,NA,NA,"561","566",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","PLOSTINARU, S; SPACU, P",NA,NA,NA,"PLOSTINARU, S; SPACU, P",NA,NA,"MIXED-LIGAND COMPOUNDS OF LANTHANIDES WITH NEUTRAL LIGANDS CONTAINING DONOR OXYGEN-ATOMS .2. CHLOROSALICYLATES OF LANTHANIDES WITH TRIPHENYLARSINE OXIDE","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","4",NA,NA,NA,NA,"567","575",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","MARCU, G; SUCIU, M; BOTAR, AV",NA,NA,NA,"MARCU, G; SUCIU, M; BOTAR, AV",NA,NA,"STUDY USING PAPER-ELECTROPHORESIS OF FORMATION OF INDIUM COMPOUNDS WITH R-TARTARIC ACID","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","4",NA,NA,NA,NA,"577","580",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","BALABAN, AT; POMPONIU, C",NA,NA,NA,"BALABAN, AT; POMPONIU, C",NA,NA,"COMPUTER-PROGRAM FOR DETERMINING ALL POSSIBLE ESR-SPECTRA WITH EQUIDISTANT LINES","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","4",NA,NA,NA,NA,"581","630",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","BALABAN, AT; KEREK, F",NA,NA,NA,"BALABAN, AT; KEREK, F",NA,NA,"CHEMICAL GRAPHS .20. GRAPHS OF PARALLEL AND-OR SUBSEQUENT SUBSTITUTION-REACTIONS","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","4",NA,NA,NA,NA,"631","647",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","ZUGRAVESCU, I; HERDAN, J; DRUTA, I",NA,NA,NA,"ZUGRAVESCU, I; HERDAN, J; DRUTA, I",NA,NA,"BENZIMIDAZOLIUM YLIDES .1. ACTION OF ACTIVATED ACETYLENES ON SOME BENZIMIDAZOLIUM YLIDES","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","4",NA,NA,NA,NA,"649","658",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","ZUGRAVESCU, I; HERDAN, J; DRUTA, I",NA,NA,NA,"ZUGRAVESCU, I; HERDAN, J; DRUTA, I",NA,NA,"BENZIMIDAZOLIUM YLIDES .2. REACTIONS OF BENZIMIDAZOLIUM YLIDES WITH PHILODIENES","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","4",NA,NA,NA,NA,"659","664",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","VLASSA, M; IONESCU, M; FABIAN, J",NA,NA,NA,"VLASSA, M; IONESCU, M; FABIAN, J",NA,NA,"ELECTRONIC-SPECTRUM OF 1,2,3-TRIMETHOXYACRIDINE-N-OXIDE","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","4",NA,NA,NA,NA,"665","669",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","SUCIU, D; GYORFI, Z",NA,NA,NA,"SUCIU, D; GYORFI, Z",NA,NA,"ELECTRONIC-SPECTRA AND ACID-BASE-EQUILIBRIUM OF SOME ALPHA-ACYLAMINON-HETEROCYCLES","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","4",NA,NA,NA,NA,"671","677",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","NUTIU, R; NUTIU, M",NA,NA,NA,"NUTIU, R; NUTIU, M",NA,NA,"2-THIO-5-NITROBARBITURIC ACID","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","4",NA,NA,NA,NA,"679","687",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","BALOG, A; VARGHA, E; BREAZU, D; GONCZY, F; BEU, L",NA,NA,NA,"BALOG, A; VARGHA, E; BREAZU, D; GONCZY, F; BEU, L",NA,NA,"PEPTIDES .15. USE OF BETA-DICARBONYL N-PROTECTED ASPARAGINE AND GLUTAMINE IN PEPTIDE-SYNTHESIS","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","4",NA,NA,NA,NA,"689","699",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","TAMAS, V; BODEA, C",NA,NA,NA,"TAMAS, V; BODEA, C",NA,NA,"AZLACTONES OF CAROTENOIDS .2. RETINAL AZLACTONE AND TRANSFORMATION PRODUCTS","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","4",NA,NA,NA,NA,"701","707",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","RAILEANU, M; RADULIAN, I; KRAUSS, H",NA,NA,NA,"RAILEANU, M; RADULIAN, I; KRAUSS, H",NA,NA,"ACID-BASE INDICATORS OF PHENOTHIAZINE TYPE .1. USE OF 3H-PHENOTHIAZINE-3-[4-ANILSULFONIC ACID POTASSIUM],3H-PHENOTHIAZINE-3-[ANILSULFONIC ACID POTASSIUM] AND 3H-PHENOTHIAZINE-3-[2-ANILSULFONIC ACID POTASSIUM] AS ACID-BASE INDICATORS","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","4",NA,NA,NA,NA,"709","716",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","TATARU, SA",NA,NA,NA,"TATARU, SA",NA,NA,"ION-EXCHANGE PROCESS FOR GOLD RECOVERY","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","4",NA,NA,NA,NA,"717","725",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","ANDREI, G; SERBAN, G; FLORITA, C",NA,NA,NA,"ANDREI, G; SERBAN, G; FLORITA, C",NA,NA,"CATALYTIC DEHYDROGENATION KINETICS OF BUTENES TO BUTADIENE","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","4",NA,NA,NA,NA,"727","734",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","MURGULESCU, IG; LEIBOVIC.A",NA,NA,NA,"MURGULESCU, IG; LEIBOVIC.A",NA,NA,"EQUATION OF STATE FOR METALLIC LIQUIDS","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","5",NA,NA,NA,NA,"739","745",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","VOLANSCHI, E; VLADESCU, C; VOLANSCH.C",NA,NA,NA,"VOLANSCHI, E; VLADESCU, C; VOLANSCH.C",NA,NA,"ESR-SPECTRA OF SOME ANION-RADICALS FROM DIBENZO-[B, E]-THIEPINONE AND RELATED COMPOUNDS","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","5",NA,NA,NA,NA,"755","761",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","STERNBERG, S; HERDLICK.C",NA,NA,NA,"STERNBERG, S; HERDLICK.C",NA,NA,"INTERDIFFUSION AND SELF-DIFFUSION OF MONOVALENT CATIONS IN FUSED ALKALI NITRATES AND CHLORIDES","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","5",NA,NA,NA,NA,"763","778",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","VILCU, R; CIOCAZAN.I",NA,NA,NA,"VILCU, R; CIOCAZAN.I",NA,NA,"CALORIMETRIC KINETICS .4. REACTION OF BENZOYL CHLORIDE WITH SODIUM METHOXIDE AND ETHOXIDE","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","5",NA,NA,NA,NA,"785","790",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","VILCU, R; LUCINESC.E",NA,NA,NA,"VILCU, R; LUCINESC.E",NA,NA,"ENTHALPIES OF MIXING OF CARBOXYLIC ACID WATER SYSTEMS","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","5",NA,NA,NA,NA,"791","799",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","DRAGULESCU, C; POLICEC, S; SIMIONES.T",NA,NA,NA,"DRAGULESCU, C; POLICEC, S; SIMIONES.T",NA,NA,"COMPLEXES OF ANTHRANIL-N,N-DIACETIC ACID WITH TRIVALENT METALS .3. ENTROPY CHANGE CALCULATION","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","5",NA,NA,NA,NA,"801","804",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","MACAROVICI, CG; BIROU, M; PERTE, E; STRAJESC.M",NA,NA,NA,"MACAROVICI, CG; BIROU, M; PERTE, E; STRAJESC.M",NA,NA,"COBALT AND GERMANIUM DOUBLE OXIDES","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","5",NA,NA,NA,NA,"805","810",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","LEPADATU, CI; RUSU, C",NA,NA,NA,"LEPADATU, CI; RUSU, C",NA,NA,"REDOX POTENTIALS IN TRANSITION-METAL COMPLEXES","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","5",NA,NA,NA,NA,"811","816",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","BANCIU, AC; SPACU, P",NA,NA,NA,"BANCIU, AC; SPACU, P",NA,NA,"NI(II) CHELATES SYNTHETIZED WITH 1-METHYL-2-CARBETHOXY-GLYOXALANIL-(1)-TOLYLHYDRAZONES-(2)","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","5",NA,NA,NA,NA,"817","825",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","MARCU, G; RUSU, M; BOTAR, AV",NA,NA,NA,"MARCU, G; RUSU, M; BOTAR, AV",NA,NA,"HETEROPOLYTUNGSTATES WITH U(IV) AS CENTRAL ATOM - SYNTHESIS AND PHYSICOCHEMICAL STUDY OF UL2 COMPLEX WHERE L=P2W17O(10-/61)","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","5",NA,NA,NA,NA,"827","831",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","BARBULESCU, A",NA,NA,NA,"BARBULESCU, A",NA,NA,"SYNTHESIS AND THERMAL-ANALYSIS OF TITANIUM OXYHYDRATE ULTRAFINE POWDERS","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","5",NA,NA,NA,NA,"833","838",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","GHEORGHI.MD; FILIP, P",NA,NA,NA,"GHEORGHI.MD; FILIP, P",NA,NA,"ELECTRONIC-STRUCTURE OF CYCLOBUTADIENE FUSED WITH HETEROCYCLIC RING .1. HETEROBENZOCYCLOBUTADIENES","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","5",NA,NA,NA,NA,"859","867",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","BARBULES.N; NICOLAE, A",NA,NA,NA,"BARBULES.N; NICOLAE, A",NA,NA,"RESEARCH IN TRICYCLO [7,3,1,02.7]TRIDECANE SERIES .3. 2-HYDROXY-8-R-TRICYCLO[7,3,1,02.7]TRIDECAN-13-ONE","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","5",NA,NA,NA,NA,"869","876",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","MORARU, M; BENEDIKT, GM",NA,NA,NA,"MORARU, M; BENEDIKT, GM",NA,NA,"CONFORMATIONAL MOBILITY OF BICYCLO[3.3.1]NONANE-2-ONES AND BICYCLO[3.2.1]OCTANE-2-ONES","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","5",NA,NA,NA,NA,"877","880",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","IOVU, M; CIMPEANU, G; MICLOVIC.N",NA,NA,NA,"IOVU, M; CIMPEANU, G; MICLOVIC.N",NA,NA,"TRIS ETHERS .2. CONDENSATION OF BIS(CHLOROMETHYLETHER WITH SODIUM CYCLOHEXYLPHENOXIDES, SODIUM METHYLCYCLOHEXYLPHENOXIDES AND SODIUM HEXYLPHENOXIDES","REVUE ROUMAINE DE CHIMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"19","5",NA,NA,NA,NA,"881","885",NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
